timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1743782999873,133,HTTP Request,200,OK,Thread Group 1-1,text,true,,551,352,3,3,http://localhost:3001/total,31,0,0
1743782999873,31,HTTP Request-0,302,Found,Thread Group 1-1,text,true,,250,231,3,3,http://localhost:3001/transaction,31,0,0
1743782999904,102,HTTP Request-1,200,OK,Thread Group 1-1,text,true,,301,121,3,3,http://localhost:3001/total,102,0,0
1743783000006,13,HTTP Request,200,OK,Thread Group 1-1,text,true,,551,352,3,3,http://localhost:3006/total,12,0,1
1743783000006,12,HTTP Request-0,302,Found,Thread Group 1-1,text,true,,250,231,3,3,http://localhost:3006/transaction,12,0,1
1743783000018,1,HTTP Request-1,200,OK,Thread Group 1-1,text,true,,301,121,3,3,http://localhost:3006/total,1,0,0
1743783000019,8,HTTP Request,200,OK,Thread Group 1-1,text,true,,551,352,3,3,http://localhost:3006/total,3,0,0
1743783000019,3,HTTP Request-0,302,Found,Thread Group 1-1,text,true,,250,231,3,3,http://localhost:3006/transaction,3,0,0
1743783000023,4,HTTP Request-1,200,OK,Thread Group 1-1,text,true,,301,121,3,3,http://localhost:3006/total,4,0,0
1743782999945,99,HTTP Request,200,OK,Thread Group 1-3,text,true,,551,352,3,3,http://localhost:3003/total,97,0,1
1743782999945,97,HTTP Request-0,302,Found,Thread Group 1-3,text,true,,250,231,3,3,http://localhost:3003/transaction,97,0,1
1743783000042,2,HTTP Request-1,200,OK,Thread Group 1-3,text,true,,301,121,3,3,http://localhost:3003/total,2,0,0
1743782999991,77,HTTP Request,200,OK,Thread Group 1-2,text,true,,551,352,4,4,http://localhost:3001/total,76,0,0
1743782999991,76,HTTP Request-0,302,Found,Thread Group 1-2,text,true,,250,231,4,4,http://localhost:3001/transaction,76,0,0
1743783000067,1,HTTP Request-1,200,OK,Thread Group 1-2,text,true,,301,121,4,4,http://localhost:3001/total,1,0,0
1743783000028,45,HTTP Request,200,OK,Thread Group 1-1,text,true,,551,352,4,4,http://localhost:3006/total,11,0,0
1743783000028,11,HTTP Request-0,302,Found,Thread Group 1-1,text,true,,250,231,4,4,http://localhost:3006/transaction,11,0,0
1743783000039,34,HTTP Request-1,200,OK,Thread Group 1-1,text,true,,301,121,4,4,http://localhost:3006/total,34,0,0
1743783000073,18,HTTP Request,200,OK,Thread Group 1-1,text,true,,551,352,4,4,http://localhost:3001/total,3,0,0
1743783000073,3,HTTP Request-0,302,Found,Thread Group 1-1,text,true,,250,231,4,4,http://localhost:3001/transaction,3,0,0
1743783000076,15,HTTP Request-1,200,OK,Thread Group 1-1,text,true,,301,121,4,4,http://localhost:3001/total,15,0,0
1743783000091,4,HTTP Request,200,OK,Thread Group 1-1,text,true,,551,352,4,4,http://localhost:3001/total,3,0,0
1743783000091,3,HTTP Request-0,302,Found,Thread Group 1-1,text,true,,250,231,4,4,http://localhost:3001/transaction,3,0,0
1743783000094,1,HTTP Request-1,200,OK,Thread Group 1-1,text,true,,301,121,4,4,http://localhost:3001/total,1,0,0
1743783000095,9,HTTP Request,200,OK,Thread Group 1-1,text,true,,551,352,4,4,http://localhost:3004/total,7,0,1
1743783000095,7,HTTP Request-0,302,Found,Thread Group 1-1,text,true,,250,231,4,4,http://localhost:3004/transaction,7,0,1
1743783000102,2,HTTP Request-1,200,OK,Thread Group 1-1,text,true,,301,121,4,4,http://localhost:3004/total,2,0,0
1743783000068,37,HTTP Request,200,OK,Thread Group 1-2,text,true,,551,352,4,4,http://localhost:3005/total,35,0,0
1743783000068,35,HTTP Request-0,302,Found,Thread Group 1-2,text,true,,250,231,4,4,http://localhost:3005/transaction,35,0,0
1743783000103,2,HTTP Request-1,200,OK,Thread Group 1-2,text,true,,301,121,4,4,http://localhost:3005/total,2,0,0
1743783000045,77,HTTP Request,200,OK,Thread Group 1-3,text,true,,551,352,4,4,http://localhost:3008/total,72,0,0
1743783000045,72,HTTP Request-0,302,Found,Thread Group 1-3,text,true,,250,231,4,4,http://localhost:3008/transaction,72,0,0
1743783000118,4,HTTP Request-1,200,OK,Thread Group 1-3,text,true,,301,121,4,4,http://localhost:3008/total,4,0,0
1743783000105,66,HTTP Request,200,OK,Thread Group 1-1,text,true,,552,352,5,5,http://localhost:3005/total,65,0,0
1743783000105,65,HTTP Request-0,302,Found,Thread Group 1-1,text,true,,250,231,5,5,http://localhost:3005/transaction,65,0,0
1743783000170,1,HTTP Request-1,200,OK,Thread Group 1-1,text,true,,302,121,5,5,http://localhost:3005/total,1,0,0
1743783000046,128,HTTP Request,200,OK,Thread Group 1-4,text,true,,552,352,5,5,http://localhost:3003/total,8,0,1
1743783000046,8,HTTP Request-0,302,Found,Thread Group 1-4,text,true,,250,231,5,5,http://localhost:3003/transaction,8,0,1
1743783000054,120,HTTP Request-1,200,OK,Thread Group 1-4,text,true,,302,121,5,5,http://localhost:3003/total,120,0,0
1743783000172,3,HTTP Request,200,OK,Thread Group 1-1,text,true,,552,352,5,5,http://localhost:3005/total,2,0,0
1743783000172,2,HTTP Request-0,302,Found,Thread Group 1-1,text,true,,250,231,5,5,http://localhost:3005/transaction,2,0,0
1743783000174,1,HTTP Request-1,200,OK,Thread Group 1-1,text,true,,302,121,5,5,http://localhost:3005/total,1,0,0
1743783000174,6,HTTP Request,200,OK,Thread Group 1-4,text,true,,552,352,5,5,http://localhost:3002/total,4,0,0
1743783000174,4,HTTP Request-0,302,Found,Thread Group 1-4,text,true,,250,231,5,5,http://localhost:3002/transaction,4,0,0
1743783000178,2,HTTP Request-1,200,OK,Thread Group 1-4,text,true,,302,121,5,5,http://localhost:3002/total,2,0,0
1743783000122,68,HTTP Request,200,OK,Thread Group 1-3,text,true,,552,352,5,5,http://localhost:3003/total,59,0,0
1743783000122,59,HTTP Request-0,302,Found,Thread Group 1-3,text,true,,250,231,5,5,http://localhost:3003/transaction,59,0,0
1743783000181,9,HTTP Request-1,200,OK,Thread Group 1-3,text,true,,302,121,5,5,http://localhost:3003/total,9,0,0
1743783000105,86,HTTP Request,200,OK,Thread Group 1-2,text,true,,552,352,5,5,http://localhost:3003/total,84,0,0
1743783000105,84,HTTP Request-0,302,Found,Thread Group 1-2,text,true,,250,231,5,5,http://localhost:3003/transaction,84,0,0
1743783000189,2,HTTP Request-1,200,OK,Thread Group 1-2,text,true,,302,121,5,5,http://localhost:3003/total,2,0,0
1743783000190,9,HTTP Request,200,OK,Thread Group 1-3,text,true,,552,352,5,5,http://localhost:3006/total,8,0,1
1743783000190,8,HTTP Request-0,302,Found,Thread Group 1-3,text,true,,250,231,5,5,http://localhost:3006/transaction,8,0,1
1743783000198,1,HTTP Request-1,200,OK,Thread Group 1-3,text,true,,302,121,5,5,http://localhost:3006/total,1,0,0
1743783000144,67,HTTP Request,200,OK,Thread Group 1-5,text,true,,552,352,5,5,http://localhost:3003/total,65,0,0
1743783000144,65,HTTP Request-0,302,Found,Thread Group 1-5,text,true,,250,231,5,5,http://localhost:3003/transaction,65,0,0
1743783000209,2,HTTP Request-1,200,OK,Thread Group 1-5,text,true,,302,121,5,5,http://localhost:3003/total,2,0,0
1743783000211,5,HTTP Request,200,OK,Thread Group 1-5,text,true,,552,352,5,5,http://localhost:3005/total,4,0,1
1743783000211,4,HTTP Request-0,302,Found,Thread Group 1-5,text,true,,250,231,5,5,http://localhost:3005/transaction,4,0,1
1743783000215,1,HTTP Request-1,200,OK,Thread Group 1-5,text,true,,302,121,5,5,http://localhost:3005/total,1,0,0
1743783000175,118,HTTP Request,200,OK,Thread Group 1-1,text,true,,552,352,6,6,http://localhost:3008/total,101,0,0
1743783000175,101,HTTP Request-0,302,Found,Thread Group 1-1,text,true,,250,231,6,6,http://localhost:3008/transaction,101,0,0
1743783000276,17,HTTP Request-1,200,OK,Thread Group 1-1,text,true,,302,121,6,6,http://localhost:3008/total,17,0,0
1743783000199,100,HTTP Request,200,OK,Thread Group 1-3,text,true,,552,352,6,6,http://localhost:3002/total,94,0,1
1743783000199,94,HTTP Request-0,302,Found,Thread Group 1-3,text,true,,250,231,6,6,http://localhost:3002/transaction,94,0,1
1743783000293,6,HTTP Request-1,200,OK,Thread Group 1-3,text,true,,302,121,6,6,http://localhost:3002/total,6,0,0
1743783000247,56,HTTP Request,200,OK,Thread Group 1-6,text,true,,552,352,6,6,http://localhost:3002/total,50,0,1
1743783000247,50,HTTP Request-0,302,Found,Thread Group 1-6,text,true,,250,231,6,6,http://localhost:3002/transaction,50,0,1
1743783000297,6,HTTP Request-1,200,OK,Thread Group 1-6,text,true,,302,121,6,6,http://localhost:3002/total,6,0,0
1743783000300,9,HTTP Request,200,OK,Thread Group 1-3,text,true,,552,352,6,6,http://localhost:3004/total,8,0,0
1743783000300,8,HTTP Request-0,302,Found,Thread Group 1-3,text,true,,250,231,6,6,http://localhost:3004/transaction,8,0,0
1743783000308,1,HTTP Request-1,200,OK,Thread Group 1-3,text,true,,302,121,6,6,http://localhost:3004/total,1,0,0
1743783000293,16,HTTP Request,200,OK,Thread Group 1-1,text,true,,552,352,6,6,http://localhost:3002/total,15,0,0
1743783000293,15,HTTP Request-0,302,Found,Thread Group 1-1,text,true,,250,231,6,6,http://localhost:3002/transaction,15,0,0
1743783000308,1,HTTP Request-1,200,OK,Thread Group 1-1,text,true,,302,121,6,6,http://localhost:3002/total,1,0,0
1743783000309,16,HTTP Request,200,OK,Thread Group 1-3,text,true,,552,352,6,6,http://localhost:3008/total,14,0,0
1743783000309,14,HTTP Request-0,302,Found,Thread Group 1-3,text,true,,250,231,6,6,http://localhost:3008/transaction,14,0,0
1743783000323,2,HTTP Request-1,200,OK,Thread Group 1-3,text,true,,302,121,6,6,http://localhost:3008/total,2,0,0
1743783000325,8,HTTP Request,200,OK,Thread Group 1-3,text,true,,552,352,6,6,http://localhost:3002/total,5,0,0
1743783000325,5,HTTP Request-0,302,Found,Thread Group 1-3,text,true,,250,231,6,6,http://localhost:3002/transaction,5,0,0
1743783000330,3,HTTP Request-1,200,OK,Thread Group 1-3,text,true,,302,121,6,6,http://localhost:3002/total,3,0,0
1743783000192,149,HTTP Request,200,OK,Thread Group 1-2,text,true,,552,352,6,6,http://localhost:3007/total,77,0,0
1743783000192,77,HTTP Request-0,302,Found,Thread Group 1-2,text,true,,250,231,6,6,http://localhost:3007/transaction,77,0,0
1743783000269,72,HTTP Request-1,200,OK,Thread Group 1-2,text,true,,302,121,6,6,http://localhost:3007/total,72,0,0
1743783000333,17,HTTP Request,200,OK,Thread Group 1-3,text,true,,552,352,7,7,http://localhost:3004/total,16,0,0
1743783000333,16,HTTP Request-0,302,Found,Thread Group 1-3,text,true,,250,231,7,7,http://localhost:3004/transaction,16,0,0
1743783000349,1,HTTP Request-1,200,OK,Thread Group 1-3,text,true,,302,121,7,7,http://localhost:3004/total,1,0,0
1743783000344,45,HTTP Request,200,OK,Thread Group 1-7,text,true,,552,352,7,7,http://localhost:3001/total,43,0,0
1743783000344,43,HTTP Request-0,302,Found,Thread Group 1-7,text,true,,250,231,7,7,http://localhost:3001/transaction,43,0,0
1743783000387,2,HTTP Request-1,200,OK,Thread Group 1-7,text,true,,302,121,7,7,http://localhost:3001/total,2,0,0
1743783000180,215,HTTP Request,200,OK,Thread Group 1-4,text,true,,552,352,7,7,http://localhost:3007/total,167,0,0
1743783000180,167,HTTP Request-0,302,Found,Thread Group 1-4,text,true,,250,231,7,7,http://localhost:3007/transaction,167,0,0
1743783000347,48,HTTP Request-1,200,OK,Thread Group 1-4,text,true,,302,121,7,7,http://localhost:3007/total,48,0,0
1743783000342,181,HTTP Request,200,OK,Thread Group 1-2,text,true,,552,352,8,8,http://localhost:3005/total,146,0,0
1743783000342,146,HTTP Request-0,302,Found,Thread Group 1-2,text,true,,250,231,8,8,http://localhost:3005/transaction,146,0,0
1743783000488,35,HTTP Request-1,200,OK,Thread Group 1-2,text,true,,302,121,8,8,http://localhost:3005/total,35,0,0
1743783000523,11,HTTP Request,200,OK,Thread Group 1-2,text,true,,552,352,8,8,http://localhost:3008/total,5,0,0
1743783000523,5,HTTP Request-0,302,Found,Thread Group 1-2,text,true,,250,231,8,8,http://localhost:3008/transaction,5,0,0
1743783000528,6,HTTP Request-1,200,OK,Thread Group 1-2,text,true,,302,121,8,8,http://localhost:3008/total,6,0,0
1743783000534,8,HTTP Request,200,OK,Thread Group 1-2,text,true,,552,352,8,8,http://localhost:3008/total,7,0,0
1743783000534,7,HTTP Request-0,302,Found,Thread Group 1-2,text,true,,250,231,8,8,http://localhost:3008/transaction,7,0,0
1743783000541,1,HTTP Request-1,200,OK,Thread Group 1-2,text,true,,302,121,8,8,http://localhost:3008/total,1,0,0
1743783000217,329,HTTP Request,200,OK,Thread Group 1-5,text,true,,552,352,8,8,http://localhost:3007/total,180,0,0
1743783000217,180,HTTP Request-0,302,Found,Thread Group 1-5,text,true,,250,231,8,8,http://localhost:3007/transaction,180,0,0
1743783000397,149,HTTP Request-1,200,OK,Thread Group 1-5,text,true,,302,121,8,8,http://localhost:3007/total,149,0,0
1743783000542,5,HTTP Request,200,OK,Thread Group 1-2,text,true,,552,352,9,9,http://localhost:3008/total,3,0,0
1743783000542,3,HTTP Request-0,302,Found,Thread Group 1-2,text,true,,250,231,9,9,http://localhost:3008/transaction,3,0,0
1743783000545,2,HTTP Request-1,200,OK,Thread Group 1-2,text,true,,302,121,9,9,http://localhost:3008/total,2,0,0
1743783000395,174,HTTP Request,200,OK,Thread Group 1-4,text,true,,552,352,9,9,http://localhost:3007/total,149,0,0
1743783000395,149,HTTP Request-0,302,Found,Thread Group 1-4,text,true,,250,231,9,9,http://localhost:3007/transaction,149,0,0
1743783000544,25,HTTP Request-1,200,OK,Thread Group 1-4,text,true,,302,121,9,9,http://localhost:3007/total,25,0,0
1743783000303,267,HTTP Request,200,OK,Thread Group 1-6,text,true,,552,352,9,9,http://localhost:3007/total,246,0,0
1743783000303,246,HTTP Request-0,302,Found,Thread Group 1-6,text,true,,250,231,9,9,http://localhost:3007/transaction,246,0,0
1743783000549,21,HTTP Request-1,200,OK,Thread Group 1-6,text,true,,302,121,9,9,http://localhost:3007/total,21,0,0
1743783000309,261,HTTP Request,200,OK,Thread Group 1-1,text,true,,552,352,9,9,http://localhost:3007/total,244,0,1
1743783000309,244,HTTP Request-0,302,Found,Thread Group 1-1,text,true,,250,231,9,9,http://localhost:3007/transaction,244,0,1
1743783000553,17,HTTP Request-1,200,OK,Thread Group 1-1,text,true,,302,121,9,9,http://localhost:3007/total,17,0,0
1743783000569,35,HTTP Request,200,OK,Thread Group 1-4,text,true,,552,352,9,9,http://localhost:3001/total,33,0,0
1743783000569,33,HTTP Request-0,302,Found,Thread Group 1-4,text,true,,250,231,9,9,http://localhost:3001/transaction,33,0,0
1743783000602,2,HTTP Request-1,200,OK,Thread Group 1-4,text,true,,302,121,9,9,http://localhost:3001/total,2,0,0
1743783000571,33,HTTP Request,200,OK,Thread Group 1-1,text,true,,552,352,9,9,http://localhost:3001/total,14,0,0
1743783000571,14,HTTP Request-0,302,Found,Thread Group 1-1,text,true,,250,231,9,9,http://localhost:3001/transaction,14,0,0
1743783000585,19,HTTP Request-1,200,OK,Thread Group 1-1,text,true,,302,121,9,9,http://localhost:3001/total,19,0,0
1743783000570,60,HTTP Request,200,OK,Thread Group 1-6,text,true,,552,352,9,9,http://localhost:3004/total,59,0,0
1743783000570,59,HTTP Request-0,302,Found,Thread Group 1-6,text,true,,250,231,9,9,http://localhost:3004/transaction,59,0,0
1743783000629,1,HTTP Request-1,200,OK,Thread Group 1-6,text,true,,302,121,9,9,http://localhost:3004/total,1,0,0
1743783000546,89,HTTP Request,200,OK,Thread Group 1-5,text,true,,552,352,9,9,http://localhost:3005/total,88,0,0
1743783000546,88,HTTP Request-0,302,Found,Thread Group 1-5,text,true,,250,231,9,9,http://localhost:3005/transaction,88,0,0
1743783000634,1,HTTP Request-1,200,OK,Thread Group 1-5,text,true,,302,121,9,9,http://localhost:3005/total,1,0,0
1743783000548,153,HTTP Request,200,OK,Thread Group 1-2,text,true,,552,352,10,10,http://localhost:3007/total,25,0,0
1743783000548,25,HTTP Request-0,302,Found,Thread Group 1-2,text,true,,250,231,10,10,http://localhost:3007/transaction,25,0,0
1743783000573,128,HTTP Request-1,200,OK,Thread Group 1-2,text,true,,302,121,10,10,http://localhost:3007/total,128,0,0
1743783000351,351,HTTP Request,200,OK,Thread Group 1-3,text,true,,552,352,10,10,http://localhost:3007/total,225,0,0
1743783000351,225,HTTP Request-0,302,Found,Thread Group 1-3,text,true,,250,231,10,10,http://localhost:3007/transaction,225,0,0
1743783000576,126,HTTP Request-1,200,OK,Thread Group 1-3,text,true,,302,121,10,10,http://localhost:3007/total,126,0,0
1743783000546,169,HTTP Request,200,OK,Thread Group 1-9,text,true,,552,352,10,10,http://localhost:3005/total,132,0,1
1743783000546,132,HTTP Request-0,302,Found,Thread Group 1-9,text,true,,250,231,10,10,http://localhost:3005/transaction,132,0,1
1743783000678,37,HTTP Request-1,200,OK,Thread Group 1-9,text,true,,302,121,10,10,http://localhost:3005/total,37,0,0
1743783000604,112,HTTP Request,200,OK,Thread Group 1-4,text,true,,552,352,10,10,http://localhost:3006/total,104,0,0
1743783000604,104,HTTP Request-0,302,Found,Thread Group 1-4,text,true,,250,231,10,10,http://localhost:3006/transaction,104,0,0
1743783000708,8,HTTP Request-1,200,OK,Thread Group 1-4,text,true,,302,121,10,10,http://localhost:3006/total,8,0,0
1743783000635,118,HTTP Request,200,OK,Thread Group 1-5,text,true,,552,352,11,11,http://localhost:3006/total,86,0,1
1743783000635,86,HTTP Request-0,302,Found,Thread Group 1-5,text,true,,250,231,11,11,http://localhost:3006/transaction,86,0,1
1743783000721,32,HTTP Request-1,200,OK,Thread Group 1-5,text,true,,302,121,11,11,http://localhost:3006/total,32,0,0
1743783000630,129,HTTP Request,200,OK,Thread Group 1-6,text,true,,552,352,11,11,http://localhost:3005/total,99,0,1
1743783000630,99,HTTP Request-0,302,Found,Thread Group 1-6,text,true,,250,231,11,11,http://localhost:3005/transaction,99,0,1
1743783000729,30,HTTP Request-1,200,OK,Thread Group 1-6,text,true,,302,121,11,11,http://localhost:3005/total,30,0,0
1743783000753,15,HTTP Request,200,OK,Thread Group 1-5,text,true,,552,352,11,11,http://localhost:3001/total,14,0,0
1743783000753,14,HTTP Request-0,302,Found,Thread Group 1-5,text,true,,250,231,11,11,http://localhost:3001/transaction,14,0,0
1743783000767,1,HTTP Request-1,200,OK,Thread Group 1-5,text,true,,302,121,11,11,http://localhost:3001/total,1,0,0
1743783000716,53,HTTP Request,200,OK,Thread Group 1-9,text,true,,552,352,11,11,http://localhost:3001/total,42,0,0
1743783000716,42,HTTP Request-0,302,Found,Thread Group 1-9,text,true,,250,231,11,11,http://localhost:3001/transaction,42,0,0
1743783000758,11,HTTP Request-1,200,OK,Thread Group 1-9,text,true,,302,121,11,11,http://localhost:3001/total,11,0,0
1743783000389,383,HTTP Request,200,OK,Thread Group 1-7,text,true,,552,352,11,11,http://localhost:3007/total,190,0,1
1743783000389,190,HTTP Request-0,302,Found,Thread Group 1-7,text,true,,250,231,11,11,http://localhost:3007/transaction,190,0,1
1743783000579,193,HTTP Request-1,200,OK,Thread Group 1-7,text,true,,302,121,11,11,http://localhost:3007/total,193,0,0
1743783000768,9,HTTP Request,200,OK,Thread Group 1-5,text,true,,552,352,11,11,http://localhost:3008/total,8,0,1
1743783000768,8,HTTP Request-0,302,Found,Thread Group 1-5,text,true,,250,231,11,11,http://localhost:3008/transaction,8,0,1
1743783000776,1,HTTP Request-1,200,OK,Thread Group 1-5,text,true,,302,121,11,11,http://localhost:3008/total,1,0,0
1743783000701,100,HTTP Request,200,OK,Thread Group 1-2,text,true,,552,352,11,11,http://localhost:3005/total,69,0,0
1743783000701,69,HTTP Request-0,302,Found,Thread Group 1-2,text,true,,250,231,11,11,http://localhost:3005/transaction,69,0,0
1743783000770,31,HTTP Request-1,200,OK,Thread Group 1-2,text,true,,302,121,11,11,http://localhost:3005/total,31,0,0
1743783000645,156,HTTP Request,200,OK,Thread Group 1-10,text,true,,552,352,11,11,http://localhost:3005/total,133,0,0
1743783000645,133,HTTP Request-0,302,Found,Thread Group 1-10,text,true,,250,231,11,11,http://localhost:3005/transaction,133,0,0
1743783000778,23,HTTP Request-1,200,OK,Thread Group 1-10,text,true,,302,121,11,11,http://localhost:3005/total,23,0,0
1743783000772,33,HTTP Request,200,OK,Thread Group 1-7,text,true,,552,352,11,11,http://localhost:3005/total,32,0,0
1743783000772,32,HTTP Request-0,302,Found,Thread Group 1-7,text,true,,250,231,11,11,http://localhost:3005/transaction,32,0,0
1743783000804,1,HTTP Request-1,200,OK,Thread Group 1-7,text,true,,302,121,11,11,http://localhost:3005/total,1,0,0
1743783000801,4,HTTP Request,200,OK,Thread Group 1-2,text,true,,552,352,11,11,http://localhost:3006/total,2,0,0
1743783000801,2,HTTP Request-0,302,Found,Thread Group 1-2,text,true,,250,231,11,11,http://localhost:3006/transaction,2,0,0
1743783000803,2,HTTP Request-1,200,OK,Thread Group 1-2,text,true,,302,121,11,11,http://localhost:3006/total,2,0,0
1743783000805,13,HTTP Request,200,OK,Thread Group 1-2,text,true,,552,352,11,11,http://localhost:3008/total,12,0,0
1743783000805,12,HTTP Request-0,302,Found,Thread Group 1-2,text,true,,250,231,11,11,http://localhost:3008/transaction,12,0,0
1743783000817,1,HTTP Request-1,200,OK,Thread Group 1-2,text,true,,302,121,11,11,http://localhost:3008/total,1,0,0
1743783000819,2,HTTP Request,200,OK,Thread Group 1-2,text,true,,552,352,11,11,http://localhost:3001/total,2,0,0
1743783000819,2,HTTP Request-0,302,Found,Thread Group 1-2,text,true,,250,231,11,11,http://localhost:3001/transaction,2,0,0
1743783000821,0,HTTP Request-1,200,OK,Thread Group 1-2,text,true,,302,121,11,11,http://localhost:3001/total,0,0,0
1743783000604,233,HTTP Request,200,OK,Thread Group 1-1,text,true,,552,352,11,11,http://localhost:3007/total,178,0,0
1743783000604,178,HTTP Request-0,302,Found,Thread Group 1-1,text,true,,250,231,11,11,http://localhost:3007/transaction,178,0,0
1743783000782,55,HTTP Request-1,200,OK,Thread Group 1-1,text,true,,302,121,11,11,http://localhost:3007/total,55,0,0
1743783000702,143,HTTP Request,200,OK,Thread Group 1-3,text,true,,552,352,12,12,http://localhost:3002/total,101,0,0
1743783000702,101,HTTP Request-0,302,Found,Thread Group 1-3,text,true,,250,231,12,12,http://localhost:3002/transaction,101,0,0
1743783000803,42,HTTP Request-1,200,OK,Thread Group 1-3,text,true,,302,121,12,12,http://localhost:3002/total,42,0,0
1743783000837,9,HTTP Request,200,OK,Thread Group 1-1,text,true,,552,352,12,12,http://localhost:3006/total,7,0,0
1743783000837,7,HTTP Request-0,302,Found,Thread Group 1-1,text,true,,250,231,12,12,http://localhost:3006/transaction,7,0,0
1743783000844,2,HTTP Request-1,200,OK,Thread Group 1-1,text,true,,302,121,12,12,http://localhost:3006/total,2,0,0
1743783000844,15,HTTP Request,200,OK,Thread Group 1-12,text,true,,552,352,12,12,http://localhost:3008/total,8,0,1
1743783000844,8,HTTP Request-0,302,Found,Thread Group 1-12,text,true,,250,231,12,12,http://localhost:3008/transaction,8,0,1
1743783000852,7,HTTP Request-1,200,OK,Thread Group 1-12,text,true,,302,121,12,12,http://localhost:3008/total,7,0,0
1743783000845,14,HTTP Request,200,OK,Thread Group 1-3,text,true,,552,352,12,12,http://localhost:3004/total,7,0,0
1743783000845,7,HTTP Request-0,302,Found,Thread Group 1-3,text,true,,250,231,12,12,http://localhost:3004/transaction,7,0,0
1743783000852,7,HTTP Request-1,200,OK,Thread Group 1-3,text,true,,302,121,12,12,http://localhost:3004/total,7,0,0
1743783000716,155,HTTP Request,200,OK,Thread Group 1-4,text,true,,552,352,12,12,http://localhost:3003/total,109,0,0
1743783000716,109,HTTP Request-0,302,Found,Thread Group 1-4,text,true,,250,231,12,12,http://localhost:3003/transaction,109,0,0
1743783000825,46,HTTP Request-1,200,OK,Thread Group 1-4,text,true,,302,121,12,12,http://localhost:3003/total,46,0,0
1743783000871,3,HTTP Request,200,OK,Thread Group 1-4,text,true,,552,352,12,12,http://localhost:3006/total,2,0,0
1743783000871,2,HTTP Request-0,302,Found,Thread Group 1-4,text,true,,250,231,12,12,http://localhost:3006/transaction,2,0,0
1743783000873,1,HTTP Request-1,200,OK,Thread Group 1-4,text,true,,302,121,12,12,http://localhost:3006/total,1,0,0
1743783000759,123,HTTP Request,200,OK,Thread Group 1-6,text,true,,552,352,12,12,http://localhost:3007/total,81,0,0
